ROUTE_SHORT_NAME,STOP_NAME,ROUTE_CATEGORY,ROUTE_LONG_NAME,LONGITUDE,LATITUDE
1,26th Street SE Station (EB,REGULAR,Bowness/Forest Lawn,-113.9939983,51.0374325
1,26th Street SE Station (WB,REGULAR,Bowness/Forest Lawn,-113.9940339,51.0375441
1,33rd Street SE Station (EB,REGULAR,Bowness/Forest Lawn,-113.985785,51.0377821
1,33rd Street SE Station (WB,REGULAR,Bowness/Forest Lawn,-113.9874604,51.037864
1,36th Street SE Station (EB,REGULAR,Bowness/Forest Lawn,-113.9807345,51.037782
1,36th Street SE Station (WB,REGULAR,Bowness/Forest Lawn,-113.9824009,51.0378701
1,44th Street SE Station (EB,REGULAR,Bowness/Forest Lawn,-113.9692927,51.0377348
1,44th Street SE Station (WB,REGULAR,Bowness/Forest Lawn,-113.9708089,51.0378721
1,9th Avenue SE Station (EB,REGULAR,Bowness/Forest Lawn,-114.0212178,51.0366099
1,9th Avenue SE Station (WB,REGULAR,Bowness/Forest Lawn,-114.021302,51.0366975
1,Bowness Terminal NW,REGULAR,Bowness/Forest Lawn,-114.2191188,51.0957324
1,EB 14 AV SE @ 52 ST SE,REGULAR,Bowness/Forest Lawn,-113.9576759,51.0409012
1,EB 3 AV NW @ 34 ST NW,REGULAR,Bowness/Forest Lawn,-114.1367214,51.0577784
1,EB 3 AV NW @ 37 ST NW,REGULAR,Bowness/Forest Lawn,-114.140585,51.059699
1,EB 48 AV NW @ 88 ST NW,REGULAR,Bowness/Forest Lawn,-114.2153197,51.0958192
1,EB 5 AV SW @ 2 ST SW,REGULAR,Bowness/Forest Lawn,-114.0667052,51.0484312
1,EB 5 AV SW @ 5 ST SW,REGULAR,Bowness/Forest Lawn,-114.0726025,51.0485972
1,EB 5 AV SW @ 7 ST SW,REGULAR,Bowness/Forest Lawn,-114.0788566,51.0487628
1,EB 5 AV SW @ 9 ST SW,REGULAR,Bowness/Forest Lawn,-114.0826744,51.0488672
1,EB 8 AV SE @ Pensacola WY,REGULAR,Bowness/Forest Lawn,-113.9503789,51.0451184
1,EB 9 AV @ 8 ST SE,REGULAR,Bowness/Forest Lawn,-114.0409248,51.0431088
1,EB 9 AV @ Macleod TR SE,REGULAR,Bowness/Forest Lawn,-114.0573315,51.0443545
1,EB 9 AV S @ Centre ST S,REGULAR,Bowness/Forest Lawn,-114.062344,51.044469
1,EB 9 AV SE @ 11 ST SE,REGULAR,Bowness/Forest Lawn,-114.0362987,51.0419067
1,EB 9 AV SE @ 12 ST SE,REGULAR,Bowness/Forest Lawn,-114.0339826,51.0410204
1,EB 9 AV SE @ 13 ST SE,REGULAR,Bowness/Forest Lawn,-114.0313561,51.0399912
1,EB 9 AV SE @ 14 ST SE,REGULAR,Bowness/Forest Lawn,-114.0285283,51.0389208
1,EB 9 AV SE @ 15 ST SE,REGULAR,Bowness/Forest Lawn,-114.0244356,51.0373324
1,EB 9 AV SE @ 6 ST SE,REGULAR,Bowness/Forest Lawn,-114.0486654,51.0439838
1,EB 9 AV SE @ 9 ST SE,REGULAR,Bowness/Forest Lawn,-114.0389196,51.0426478
1,EB Bowness RD @ 61 ST NW,REGULAR,Bowness/Forest Lawn,-114.175748,51.0837069
1,EB Bowness RD @ 63 ST NW,REGULAR,Bowness/Forest Lawn,-114.1796681,51.0854656
1,EB Bowness RD @ 64 ST NW,REGULAR,Bowness/Forest Lawn,-114.1820591,51.0865397
1,EB Bowness RD @ 66 ST NW,REGULAR,Bowness/Forest Lawn,-114.1856061,51.0881003
1,EB Bowness RD @ 70 ST NW,REGULAR,Bowness/Forest Lawn,-114.1900986,51.08891
1,EB Bowness RD @ 73 ST NW,REGULAR,Bowness/Forest Lawn,-114.1930271,51.0888995
1,EB Bowness RD @ 75 ST NW,REGULAR,Bowness/Forest Lawn,-114.196012,51.0888992
1,EB Bowness RD @ 77 ST NW,REGULAR,Bowness/Forest Lawn,-114.1986295,51.0888361
1,EB Bowness RD @ 79 ST NW,REGULAR,Bowness/Forest Lawn,-114.2011839,51.0888703
1,EB Bowness RD @ 83 ST NW,REGULAR,Bowness/Forest Lawn,-114.2076655,51.0900958
1,EB Bowness RD @ 85 ST NW,REGULAR,Bowness/Forest Lawn,-114.2101959,51.0914784
1,EB Bowness RD @ E. of 83 ST NW,REGULAR,Bowness/Forest Lawn,-114.2055342,51.0889655
1,EB Bowness RD @ Home RD NW,REGULAR,Bowness/Forest Lawn,-114.1648388,51.0752844
1,EB Bowness RD @ Point DR NW NLeg,REGULAR,Bowness/Forest Lawn,-114.1459158,51.0619072
1,EB Bowness RD @ Point DR NW SLeg,REGULAR,Bowness/Forest Lawn,-114.1428539,51.060636
1,EB Kensington RD @ 10A ST NW,REGULAR,Bowness/Forest Lawn,-114.0866455,51.0524383
1,EB Kensington RD @ 14 ST NW,REGULAR,Bowness/Forest Lawn,-114.0940514,51.052452
1,EB Kensington RD @ 16 ST NW,REGULAR,Bowness/Forest Lawn,-114.0973776,51.0524357
1,EB Kensington RD @ 18 ST NW,REGULAR,Bowness/Forest Lawn,-114.1025288,51.0524467
1,EB Kensington RD @ 20 ST NW,REGULAR,Bowness/Forest Lawn,-114.1074388,51.0524335
1,EB Kensington RD @ 22 ST NW,REGULAR,Bowness/Forest Lawn,-114.1124481,51.0524315
1,EB Kensington RD @ 25 ST NW,REGULAR,Bowness/Forest Lawn,-114.1198722,51.052381
1,EB Kensington RD @ Crowchild TR NW,REGULAR,Bowness/Forest Lawn,-114.1171012,51.0524206
1,EB Kensington RD @ Kensington CR NW,REGULAR,Bowness/Forest Lawn,-114.0898423,51.0524371
1,EB Parkdale BV @ 27 ST NW,REGULAR,Bowness/Forest Lawn,-114.1251289,51.0539137
1,EB Parkdale BV @ 29 ST NW,REGULAR,Bowness/Forest Lawn,-114.1288532,51.0550757
1,EB Parkdale BV @ 32 ST NW,REGULAR,Bowness/Forest Lawn,-114.1337812,51.056393
1,EB Penbrooke DR @ 60 ST SE,REGULAR,Bowness/Forest Lawn,-113.9463673,51.0451485
1,EB Penbrooke DR @ Penedo WY SE,REGULAR,Bowness/Forest Lawn,-113.9438021,51.0453152
1,EB Pensacola WY @ Pensacola CL SE,REGULAR,Bowness/Forest Lawn,-113.9537239,51.0408971
1,FW - WB 9 AV SE @ Fort Calgary,REGULAR,Bowness/Forest Lawn,-114.0454847,51.0439655
1,NB @ Penbrooke Terminal SE,REGULAR,Bowness/Forest Lawn,-113.9411905,51.0520292
1,NB 3 ST @ 7 AV SE,REGULAR,Bowness/Forest Lawn,-114.0555528,51.0455141
1,NB 52 ST SE @ 17 AV SE,REGULAR,Bowness/Forest Lawn,-113.9582408,51.0385951
1,NB Bowness RD @ 33 AV NW,REGULAR,Bowness/Forest Lawn,-114.1731615,51.0827988
1,NB Bowness RD @ 42 ST NW,REGULAR,Bowness/Forest Lawn,-114.1544903,51.0682094
1,NB Bowness RD @ 44 AV NW,REGULAR,Bowness/Forest Lawn,-114.2108456,51.0923125
1,NB Bowness RD @ 45 ST NW,REGULAR,Bowness/Forest Lawn,-114.158639,51.0713056
1,NB Bowness RD @ 46 AV NW,REGULAR,Bowness/Forest Lawn,-114.2108606,51.0944356
1,NB Bowness RD @ 46 ST NW,REGULAR,Bowness/Forest Lawn,-114.1608248,51.0729832
1,NB Bowness RD @ 52 ST NW,REGULAR,Bowness/Forest Lawn,-114.1709435,51.0775858
1,NB Bowness RD @ Bowwater CR NW,REGULAR,Bowness/Forest Lawn,-114.1731773,51.0811352
1,NB Penbrooke DR @ 4 AV SE,REGULAR,Bowness/Forest Lawn,-113.9417232,51.0495785
1,NB Penbrooke DR @ Penbrooke RD SE,REGULAR,Bowness/Forest Lawn,-113.9417245,51.0471768
1,NB Pensacola WY @ Pennsburg DR SE,REGULAR,Bowness/Forest Lawn,-113.9509289,51.0415257
1,SB 1 ST SW @ 7th AV SW,REGULAR,Bowness/Forest Lawn,-114.06546,51.0466621
1,SB 52 ST SE @ 14 AV SE,REGULAR,Bowness/Forest Lawn,-113.9585261,51.0405545
1,SB 85 ST NW @ 46 AV NW,REGULAR,Bowness/Forest Lawn,-114.2110739,51.0937391
1,SB 85 ST NW @ 48 AV NW,REGULAR,Bowness/Forest Lawn,-114.2110842,51.0954663
1,SB Bowness RD @ 33 AV NW,REGULAR,Bowness/Forest Lawn,-114.1733946,51.0829574
1,SB Bowness RD @ 42 ST NW,REGULAR,Bowness/Forest Lawn,-114.1536471,51.0673398
1,SB Bowness RD @ 44 ST NW,REGULAR,Bowness/Forest Lawn,-114.1570724,51.0699147
1,SB Bowness RD @ 46 ST NW,REGULAR,Bowness/Forest Lawn,-114.1601851,51.0722391
1,SB Bowness RD @ 52 ST NW,REGULAR,Bowness/Forest Lawn,-114.1704807,51.0771212
1,SB Bowness RD @ Bowwood DR NW,REGULAR,Bowness/Forest Lawn,-114.1732325,51.0797603
1,SB Penbrooke DR @ 2 AV SE,REGULAR,Bowness/Forest Lawn,-113.9419595,51.0503223
1,SB Penbrooke DR @ 5 AV SE,REGULAR,Bowness/Forest Lawn,-113.9419437,51.0479651
1,SB Pensacola WY @ 8 AV SE,REGULAR,Bowness/Forest Lawn,-113.9510435,51.044776
1,WB 17 AV SE @ 52 ST SE,REGULAR,Bowness/Forest Lawn,-113.9595137,51.0379591
1,WB 3 AV NW @ 32 ST NW,REGULAR,Bowness/Forest Lawn,-114.134535,51.0568973
1,WB 3 AV NW @ 34 ST NW,REGULAR,Bowness/Forest Lawn,-114.1373179,51.0582877
1,WB 3 AV NW @ 34A ST NW,REGULAR,Bowness/Forest Lawn,-114.1390358,51.0591304
1,WB 4 AV SW @ 7 ST SW,REGULAR,Bowness/Forest Lawn,-114.079243,51.0498788
1,WB 48 AV NW @ 85 ST NW,REGULAR,Bowness/Forest Lawn,-114.2116985,51.0959397
1,WB 48 AV NW @ 88 ST NW,REGULAR,Bowness/Forest Lawn,-114.2164845,51.0959279
1,WB 6 AV @ 1 ST SE,REGULAR,Bowness/Forest Lawn,-114.0614681,51.0475305
1,WB 6 AV SE @ Macleod TR,REGULAR,Bowness/Forest Lawn,-114.0574667,51.0473982
1,WB 6 AV SW @ 4 ST SW,REGULAR,Bowness/Forest Lawn,-114.0725389,51.047795
1,WB 6 AV SW @ 6 ST SW,REGULAR,Bowness/Forest Lawn,-114.0756015,51.0478816
1,WB 6 AV SW @ E. of 1 ST SW,REGULAR,Bowness/Forest Lawn,-114.0642132,51.0475815
1,WB 6 AV SW@ 2 ST SW,REGULAR,Bowness/Forest Lawn,-114.0685805,51.0476597
1,WB 9 AV @ 12 ST SE,REGULAR,Bowness/Forest Lawn,-114.0348065,51.0415234
1,WB 9 AV @ 6 ST SE,REGULAR,Bowness/Forest Lawn,-114.0487857,51.0442243
1,WB 9 AV @ 9 ST SE,REGULAR,Bowness/Forest Lawn,-114.0401449,51.0431007
1,WB 9 AV SE @ 11 ST SE,REGULAR,Bowness/Forest Lawn,-114.0373076,51.042418
1,WB 9 AV SE @ 13 ST SE,REGULAR,Bowness/Forest Lawn,-114.0319131,51.0404281
1,WB 9 AV SE @ 14 ST SE,REGULAR,Bowness/Forest Lawn,-114.0293537,51.0394005
1,WB 9 AV SE @ 15 ST SE,REGULAR,Bowness/Forest Lawn,-114.0245248,51.0375218
1,WB Bowness  RD @ 77 ST NW,REGULAR,Bowness/Forest Lawn,-114.1998599,51.0890365
1,WB Bowness RD @  66 ST NW,REGULAR,Bowness/Forest Lawn,-114.1864301,51.0886419
1,WB Bowness RD @  Point DR NW,REGULAR,Bowness/Forest Lawn,-114.1466046,51.0625446
1,WB Bowness RD @ 37 ST NW,REGULAR,Bowness/Forest Lawn,-114.1416245,51.060435
1,WB Bowness RD @ 62 ST NW,REGULAR,Bowness/Forest Lawn,-114.1777939,51.0848177
1,WB Bowness RD @ 63 ST NW,REGULAR,Bowness/Forest Lawn,-114.1796994,51.0856552
1,WB Bowness RD @ 64 ST NW,REGULAR,Bowness/Forest Lawn,-114.1820493,51.0867014
1,WB Bowness RD @ 65 ST NW,REGULAR,Bowness/Forest Lawn,-114.1842325,51.0876715
1,WB Bowness RD @ 70 ST NW,REGULAR,Bowness/Forest Lawn,-114.1909039,51.0890553
1,WB Bowness RD @ 73 ST NW,REGULAR,Bowness/Forest Lawn,-114.1943891,51.0890491
1,WB Bowness RD @ 75 ST NW,REGULAR,Bowness/Forest Lawn,-114.1968892,51.0890372
1,WB Bowness RD @ 79 ST NW,REGULAR,Bowness/Forest Lawn,-114.2028357,51.0890457
1,WB Bowness RD @ 83 ST NW,REGULAR,Bowness/Forest Lawn,-114.2084142,51.0907073
1,WB Bowness RD @ Home RD NW,REGULAR,Bowness/Forest Lawn,-114.1646326,51.0753874
1,WB Bowness RD @ Veteran's WY NW,REGULAR,Bowness/Forest Lawn,-114.1436823,51.0613219
1,WB Bowness RD @ W. of 79 ST NW,REGULAR,Bowness/Forest Lawn,-114.2059519,51.0893802
1,WB Kensington RD @ 10 ST NW,REGULAR,Bowness/Forest Lawn,-114.0865231,51.0525702
1,WB Kensington RD @ 11A ST NW,REGULAR,Bowness/Forest Lawn,-114.0911037,51.0525765
1,WB Kensington RD @ 14 ST NW,REGULAR,Bowness/Forest Lawn,-114.0954279,51.0525761
1,WB Kensington RD @ 16 ST NW,REGULAR,Bowness/Forest Lawn,-114.0986099,51.0525833
1,WB Kensington RD @ 18 ST NW,REGULAR,Bowness/Forest Lawn,-114.1030777,51.0525683
1,WB Kensington RD @ 19 ST NW,REGULAR,Bowness/Forest Lawn,-114.1062014,51.0525728
1,WB Kensington RD @ 21 ST NW,REGULAR,Bowness/Forest Lawn,-114.1109716,51.0525605
1,WB Kensington RD @ 23 ST NW,REGULAR,Bowness/Forest Lawn,-114.1159791,51.0525638
1,WB Kensington RD @ Crowchild TR NW,REGULAR,Bowness/Forest Lawn,-114.1190351,51.0525313
1,WB Parkdale BV @ 26 ST NW,REGULAR,Bowness/Forest Lawn,-114.1235009,51.0534689
1,WB Parkdale BV @ 27 ST NW,REGULAR,Bowness/Forest Lawn,-114.1259828,51.0544114
1,WB Parkdale BV @ 29 ST NW,REGULAR,Bowness/Forest Lawn,-114.1303126,51.0556611
1,WB Penbrooke DR @ 60 ST SE,REGULAR,Bowness/Forest Lawn,-113.946673,51.0452734
1,WB Penbrooke DR @ Penbrooke CL SE,REGULAR,Bowness/Forest Lawn,-113.943119,51.0457201
1,WB Pensacola WY @ Pennsburg DR SE,REGULAR,Bowness/Forest Lawn,-113.9517555,51.0411066
1,WB Pensacola WY @ Pensacola CL SE,REGULAR,Bowness/Forest Lawn,-113.9547287,51.0410222
2,EB 12 AV NW @ 2 ST NW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.066964,51.0632972
2,EB 17 AV SW @ 11 ST SW fs,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0897699,51.0377557
2,EB 17 AV SW @ 14 ST SW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0938893,51.0377234
2,EB 17 AV SW @ 16 St SW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0982241,51.0377592
2,EB 17 AV SW @ 17 ST SW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.101173,51.0377587
2,EB 17 AV SW @ 19 ST SW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.1058567,51.0377597
2,EB 17 AV SW @ 24 ST SW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.1172851,51.0377456
2,EB 17 AV SW @ 25 ST SW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.1201954,51.0377454
2,EB 17 AV SW @ 26 ST SW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.1230773,51.0377445
2,EB 17 AV SW @ 27 ST SW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.1262441,51.0377505
2,EB 17 AV SW @ 29 ST SW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.129736,51.0377599
2,EB 17 AV SW @ 31 ST SW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.1320512,51.0377404
2,EB 17 AV SW @ 33 ST SW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.1348477,51.0377371
2,EB 17 AV SW @ 35 ST SW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.1377301,51.0377268
2,EB 17 AV SW @ 37 ST SW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.140526,51.0377323
2,EB 17 AV SW @ 9A ST SW fs,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0853968,51.0377626
2,EB 17 AV SW @ Gateway DR,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.156078,51.0377073
2,EB 17 AV SW @ Georgia ST SW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.1535949,51.0377188
2,EB 17 AV SW @ Glenmount DR,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.1501722,51.0376983
2,EB 17 AV SW @ Kelwood DR,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.14632,51.0377032
2,EB 17 AV SW @ Richmond RD,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.1115372,51.0377205
2,EB 17 AV SW @ Suffolk ST,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.1147456,51.0377458
2,EB 5 AV SW @ 1 ST SW mid-block,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.06391,51.0483133
2,EB 5 AV SW @ 2 ST SW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0667052,51.0484312
2,EB 5 AV SW @ 5 ST SW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0726025,51.0485972
2,EB 5 AV SW @ 8 ST SW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0802112,51.0487786
2,EB 64 AV NW @ Hunterview DR,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.076712,51.1113132
2,EB 64 AV NW @ Hunts CR,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0752306,51.111465
2,EB 78 AV NW @ 10 ST NW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0808562,51.1219587
2,EB 78 AV NW @ 5 ST NW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.073488,51.1225299
2,EB 78 AV NW @ 7 ST NW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0778128,51.1221704
2,EB 78 AV NW @ Hunterview DR,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0843324,51.1230439
2,EB Bergen RD @ Bermuda DR NW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0745251,51.1291851
2,NB 4 ST NW @ 12 AV NW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.071429,51.0637961
2,NB 4 ST NW @ 13 AV NW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0714351,51.0650555
2,NB 4 ST NW @ 17 AV NW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.071416,51.0676186
2,NB 4 ST NW @ 18 AV NW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0714211,51.0691208
2,NB 4 ST NW @ 20 AV NW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0714182,51.0709737
2,NB 4 ST NW @ 22 AV NW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0714376,51.0727012
2,NB 4 ST NW @ 24 AV NW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0714388,51.0747161
2,NB 4 ST NW @ 26 AV NW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.071388,51.0764238
2,NB 4 ST NW @ 28 AV NW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0714314,51.0782239
2,NB 4 ST NW @ 30 AV NW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0714473,51.0800053
2,NB 4 ST NW @ 32 AV NW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0713989,51.081902
2,NB 4 ST NW @ 34 AV NW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0714496,51.0835853
2,NB 4 ST NW @ 36 AV NW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0714661,51.0853577
2,NB 4 ST NW @ 40 AV NW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0714954,51.087832
2,NB 4 ST NW @ 42 AV NW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0714752,51.0908627
2,NB 4 ST NW @ 44 AV NW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.071437,51.0928226
2,NB 4 ST NW @ 53 AV NW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0713675,51.1007004
2,NB 4 ST NW @ 63 AV NW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0712942,51.1095404
2,NB 4 ST NW @ Blackthorn RD NW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0713438,51.1076258
2,NB 4 ST NW @ Highland PL,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0713448,51.095186
2,NB 4 ST NW @ Northmount PL,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.07133,51.1033259
2,NB 4 ST NW @ Spyhill RD NW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0712917,51.105061
2,NB 4 ST NW @ Thornhill PL,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0713564,51.0979387
2,NB 64 AV NW @ Norfolk DR NW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0776066,51.1107239
2,NB 8 ST SW @ 11 AV SW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0813539,51.0426367
2,NB 8 ST SW @ 14 AV SW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.081495,51.0403915
2,NB 8 ST SW @ 15 AV SW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0816174,51.038968
2,NB 8 ST SW @ 7 AV SW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0810764,51.0467072
2,NB Bermuda DR @ Beddington BV NW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0764987,51.1278133
2,NB Centre ST N @ 10 AV N,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0624016,51.0618603
2,NB Centre ST N @ 78 AV N,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0712369,51.1230942
2,NB Centre ST N @ 8 AV N,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0623956,51.0601511
2,NB Centre ST N @ Samis RD N,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0623175,51.0555258
2,NB Centre ST S @ 4 AV S,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0625993,51.0497222
2,NB Hunterview DR @ 64 AV NW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0786348,51.1105068
2,NB Hunterview DR @ 72 AV NW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0812338,51.1166522
2,NB Hunterview DR @ Hunterbow CR NW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0797011,51.1137626
2,NB Hunterview DR @ Hunterburn HL NW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0832202,51.1182399
2,NB Hunterview DR @ Hunterquay HL NW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0844752,51.1212305
2,NB Hunterview DR @ Huntsbay RD NW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0797716,51.1119654
2,SB 4 ST NW @ 13 AV NW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0716427,51.0635765
2,SB 4 ST NW @ 14 AV NW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0716427,51.0651596
2,SB 4 ST NW @ 16 AV NW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0716448,51.0664819
2,SB 4 ST NW @ 19 AV NW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0716537,51.0692796
2,SB 4 ST NW @ 21 AV NW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0716401,51.0710782
2,SB 4 ST NW @ 23 AV NW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0716521,51.0729224
2,SB 4 ST NW @ 25 AV NW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0716418,51.0746672
2,SB 4 ST NW @ 27 AV NW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0717622,51.0766041
2,SB 4 ST NW @ 29 AV NW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0716493,51.0783912
2,SB 4 ST NW @ 31 AV NW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0716595,51.0800376
2,SB 4 ST NW @ 32 AV NW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0716298,51.0816379
2,SB 4 ST NW @ 34 AV NW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0716553,51.0830417
2,SB 4 ST NW @ 36 AV NW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0716861,51.0848145
2,SB 4 ST NW @ 40 AV NW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0717158,51.0868301
2,SB 4 ST NW @ 42 AV NW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0717106,51.090302
2,SB 4 ST NW @ 44 AV NW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.071673,51.0922529
2,SB 4 ST NW @ 64 AV NW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0716115,51.1101492
2,SB 4 ST NW @ Blackthorn RD NW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.071561,51.1069026
2,SB 4 ST NW @ Northmount DR,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0716401,51.1020384
2,SB 4 ST NW @ S. of Highland PL,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0716416,51.094105
2,SB 4 ST NW @ Simons CR NW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0715822,51.1049873
2,SB 4 ST NW @ Thorneycroft DR,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0716862,51.0999528
2,SB 4 ST NW @ Thornhill PL,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0716968,51.0972996
2,SB 8 ST SW @ 11 AV SW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0816501,51.0424642
2,SB 8 ST SW @ 14 AV SW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.081836,51.0397344
2,SB 8 ST SW @ 7 AV SW ns,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0812817,51.0471863
2,SB Centre ST N @ 10 AV N,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0626631,51.0611113
2,SB Centre ST N @ 12 AV N,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.06266,51.0629642
2,SB Centre ST N @ 7 AV N,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0626947,51.0590343
2,SB Centre ST N @ Across from Samis RD NE,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0626303,51.0558602
2,SB Centre ST N @ Beddington BV N,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0716836,51.1243916
2,SB Centre ST N @ Bergen RD N,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.071574,51.1286074
2,SB Centre ST N @ N. of Beddington BV N,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0716323,51.1264214
2,SB Centre ST S @ 4 AV S,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.0629776,51.0489312
2,SB Glenside DR @ 17 AV SW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.1605049,51.0381029
2,SB Hunterview DR @ 72 AV NW,REGULAR,Mount Pleasant/Killarney 17 Av SW,-114.080722,51.1159288
